1134343379,GREWAL,MD,1,I,SAINT LOUIS,631183930,MO,US,Family Practice,Y,F,99239,"Hospital discharge day management, more than 30 minutes",102.12,130,81.7
1245227305,SUTKOWSKI,MD,1,I,EVANSVILLE,477101782,IN,US,Diagnostic Radiology,Y,F,73560,"X-ray of knee, 1 or 2 views",8.93,32,6.52
1134189764,JOLIVETTE,MD,1,I,NEWTON,502083155,IA,US,Family Practice,Y,O,G0008,Administration of influenza virus vaccine,20,20,20
1689679425,SPAGNOLO,MD,1,I,GLEN BURNIE,210615865,MD,US,Ophthalmology,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",154.8,160,102.86
1649279035,PRIVALOV,MD,1,I,SALEM,973013998,OR,US,Nephrology,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",189.62,358.24,146.85
1952360349,MARTINEZ-BARRENECHE,MD,1,I,TAMPA,336125513,FL,US,Diagnostic Radiology,Y,O,72170,"X-ray of pelvis, 1 or 2 views",19.89,60.63,14.54
1184679607,BAUMGARTNER,MD,1,I,WAITE PARK,563871964,MN,US,Family Practice,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",155.88,339.6,117.29
1891704003,ERWIN,MD,2,I,WILLIAMSBURG,231852833,VA,US,Emergency Medicine,Y,F,99291,"Critical care delivery critically ill or injured patient, first 30-74 minutes",212.84,761,166.8
1225000649,BURDINE,MD,1,I,BATON ROUGE,708084300,LA,US,Interventional Pain Management,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",65.54,130,47.31
1013931526,MANSKY,MD,1,I,GREEN BAY,543135751,WI,US,Medical Oncology,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",47.57,156.82,35.27
1720088834,GROSS,MD,1,I,TUSCALOOSA,354012086,AL,US,General Surgery,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",96.3,116,74.96
1447253760,QURESHI,MD PC,1,I,MONROE,481613798,MI,US,Internal Medicine,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",98.2,150.83,78.33
1568451128,BINGHAM,MD,1,I,OLIVER SPRINGS,378405008,TN,US,Family Practice,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",13.91,17,13.91
1700096435,NELSON,MD,1,I,OKLAHOMA CITY,731342503,OK,US,Diagnostic Radiology,Y,F,93880,Ultrasound scanning of head and neck vessel blood flow (outside the brain),28.13,177.4,22.23
1235140997,ACOSTA,MD,1,I,EL PASO,799024000,TX,US,Neurology,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",190.46,330,138.05
1952338113,COLLINS,MD,1,I,HOUSTON,770302717,TX,US,Orthopedic Surgery,Y,O,99204,"New patient office or other outpatient visit, typically 45 minutes",159.26,431.31,115.78
1861401804,RAMAKRISHNA,MD,1,I,PITTSBURGH,15215,PA,US,General Surgery,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",37.41,103,29.93
1609862507,BARBATO,MD,1,I,CHICAGO,606313745,IL,US,Family Practice,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",75.14,129,59.48
1609823368,KATSETOS,MD,1,I,NEW BRITAIN,60512662,CT,US,Cardiology,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",73.72,111.36,58.57
1609936194,STOUGHTON,MD,1,I,TUCSON,857413118,AZ,US,Family Practice,Y,O,85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test",9.09,24,9.09
1427065713,JOHNSON,MD,1,I,GERING,693413227,NE,US,Family Practice,Y,O,83036,Hemoglobin A1C level,13.75,36,13.75
1811999428,LOEWE,MD,1,I,BATON ROUGE,708084375,LA,US,Emergency Medicine,Y,F,99283,"Emergency department visit, moderately severe problem",57.99,318,41.24
1962613059,SINEATH,FNP-C,2,I,PENDLETON,978014421,OR,US,Nurse Practitioner,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",85.84,266.67,61.84
1376762625,"HOOK-SUPERX, L.L.C.",O,3,O,PLAINFIELD,461689404,IN,US,Mass Immunization Roster Biller,Y,O,90656,"Vaccine for influenza injection into muscle, patient 3 years and older",12.4,12.4,12.4
1215179346,THORNTON,MD,1,I,SAINT JOSEPH,645066201,MO,US,Internal Medicine,Y,F,99238,"Hospital discharge day management, 30 minutes or less",66.28,126,53.02
1023122157,VAN JURA,MD,2,I,MIAMISBURG,453427615,OH,US,Family Practice,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",22.7,42,17.69
1164676342,PADILLA,MD,2,I,TOMS RIVER,87538175,NJ,US,Family Practice,Y,O,80061,"Blood test, lipids (cholesterol and triglycerides)",14.42,23.22,14.42
1275517096,WORMAN,MD,1,I,NORTH EASTON,2356,MA,US,Orthopedic Surgery,Y,O,20610,Aspiration or injection of large joint or joint capsule,80.25,191.89,61.06
1124097498,HERMAN,MD,1,I,OKLAHOMA CITY,731045417,OK,US,Radiation Oncology,Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",47,132,37.27
1578599684,HEBL,MD,1,I,APPLETON,54913,WI,US,Diagnostic Radiology,Y,O,72170,"X-ray of pelvis, 1 or 2 views",8.63,81,6.56
1528247335,BENJAMIN,P.A.,2,I,MOORESVILLE,281176540,NC,US,Physician Assistant,Y,O,99211,"Established patient office or other outpatient visit, typically 5 minutes",15.71,38,12.57
1386612489,SABBAGHIAN,MD,1,I,CROWLEY,705268210,LA,US,General Surgery,Y,F,99221,"Initial hospital inpatient care, typically 30 minutes per day",93.49,204.62,73.79
1801836945,SCOTT,MD,1,I,HOLLAND,494242023,MI,US,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,22.7,30,22.7
1578506960,LONGAR,MD,2,I,DALY CITY,940152221,CA,US,Ophthalmology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",83.25,92,57.59
1659649127,CALISE,CRNA,2,I,WILLINGBORO,80461110,NJ,US,CRNA,Y,F,810,Anesthesia for procedure on small bowel using an endoscope,81.1,522.89,64.88
1841252053,BISHAY,MD,1,I,BROOKSVILLE,346018925,FL,US,Internal Medicine,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",69.94,80,55.95
1285639377,UPPAL,MD,1,I,RENO,895034723,NV,US,Orthopedic Surgery,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",136.96,264,109.57
1023080223,PFLUGHOFT,PA,1,I,NORMAN,730721810,OK,US,Physician Assistant,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",110.08,175,70.69
1558417485,MORALES,PA,2,I,SAN JUAN,785893720,TX,US,Physician Assistant,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",56.88,108.28,40.78
1558376368,MALIAKKAL,MD,1,I,BURR RIDGE,605275541,IL,US,Internal Medicine,Y,O,G0180,"Physician certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial impl",54.55,109.57,43.64
1750369476,MARKIDES,MD,2,I,PASADENA,775041202,TX,US,Emergency Medicine,Y,F,99283,"Emergency department visit, moderately severe problem",60.42,468,47.27
1801885389,TAGUBA-MADRID,MD,2,I,FREDERICKSBURG,224014467,VA,US,Endocrinology,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",67.9,145.17,52.28
1740391432,GUERIN,MD,1,I,FALMOUTH,25402533,MA,US,Cardiology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",107.19,259.67,78.4
1477502508,PERUSSE,MD,1,I,FREDERICKSBURG,224014453,VA,US,Diagnostic Radiology,Y,F,73510,X-ray of hip 2 or more views,10.89,51,8.55
1568480887,HINDMAN,MD,1,I,NEW BRAUNFELS,781306114,TX,US,Family Practice,Y,O,81003,Automated urinalysis test,3.18,3.18,3.18
1407854037,BRUBAKER,MD,1,I,MAYWOOD,601533328,IL,US,Otolaryngology,Y,O,99203,"New patient office or other outpatient visit, typically 30 minutes",112.5,176.63,53.01
1184669566,TOBIN,MD,1,I,ESSEX,64261512,CT,US,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",74.91,112.52,48.14
1538114699,WHEELER,D.O.,1,I,LUBBOCK,794072520,TX,US,Diagnostic Radiology,Y,F,73030,"X-ray of shoulder, minimum of 2 views",9.59,24.97,6.75
1386665271,BREBNER,P.A.,2,I,GLEN BURNIE,210615803,MD,US,Physician Assistant,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",150.03,869.3,116.92
1699776633,INSERRA,MD,2,I,PITTSBURGH,152202740,PA,US,Dermatology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",99.25,222,68.04
1710989041,LO RUSSO,MD,1,I,FAIRFAX,220331715,VA,US,Pulmonary Disease,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",116.94,196,86.7
1821144965,HUTSON,MPT,2,I,STATESVILLE,286774183,NC,US,Physical Therapist,Y,O,97001,Physical therapy evaluation,69.1,128.13,53.25
1154388296,SVERCHEK,MD,1,I,BAKERSFIELD,933064018,CA,US,Emergency Medicine,Y,F,99283,"Emergency department visit, moderately severe problem",60.75,263.1,42.25
1508801374,BOTELHO,MD,1,I,ROCHESTER,146181026,NY,US,Family Practice,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",99.63,401.65,73.49
1396849915,MCDONNELL,MD,1,I,ORMOND BEACH,321748181,FL,US,Family Practice,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",199.1,272,159.28
1659386225,HUMPHREYS,OD,1,I,SPARKS,894346734,NV,US,Optometry,Y,O,92004,"Eye and medical examination for diagnosis and treatment, new patient, 1 or more visits",115.75,115.75,79.27
1235120510,GUTIERREZ,MD,1,I,SAN JUAN,918,PR,US,Cardiology,Y,O,93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",156.4,194.15,118.82
1306903265,SHAH,MD,1,I,SUGAR LAND,774783389,TX,US,Internal Medicine,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",34.94,80,27.95
1891797379,VOHRA,MD,1,I,CHICAGO,606313745,IL,US,Cardiology,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",144.23,155,107.97
1205869948,SANJAY,MD,2,I,RIDLEY PARK,190782035,PA,US,Hematology/Oncology,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",147.61,170,112.6
1790737096,SHAH,MD,1,I,TUCSON,857452623,AZ,US,Diagnostic Radiology,Y,F,G0202,"Screening mammography, producing direct digital image, bilateral, all views",34.53,102.5,34.53
1760625727,BLABER,MD,1,I,PORT JEFFERSON,117772119,NY,US,Emergency Medicine,Y,F,99285,"Emergency department visit, problem with significant threat to life or function",185.05,809.12,148.04
1073835476,BATERIWALA,MD,1,I,WARREN,480932678,MI,US,Internal Medicine,Y,O,G0180,"Physician certification for medicare-covered home health  services under a home health plan of care (patient not present), including contacts with home health agency and review of reports of patient status required by physicians to affirm the initial impl",54.51,87.24,43.34
1649442716,DUBROCK,MD,2,I,BOSTON,22155400,MA,US,Internal Medicine,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",104.32,312,83.46
1528120425,HULL,OD,1,I,OKMULGEE,74447,OK,US,Optometry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",38.61,45,22.44
1497745228,LAFONT,MD,1,I,NEW HARTFORD,134131001,NY,US,Internal Medicine,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,17.81,65,12.82
1326128141,PITZL,MD,1,I,MINNEAPOLIS,554214379,MN,US,Family Practice,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",136.62,280,100.85
1356341424,BUSSEY,MD,1,I,WOODSTOWN,80981025,NJ,US,Family Practice,Y,O,99215,"Established patient office or other outpatient, visit typically 40 minutes",148.09,158,116
1679643639,AKULA,MD,1,I,NEW ORLEANS,701153628,LA,US,Infectious Disease,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",69.02,119.85,55.18
1457346652,ATTIOGBE,MD,1,I,LAS CRUCES,880119127,NM,US,Internal Medicine,Y,F,99238,"Hospital discharge day management, 30 minutes or less",67.11,260,53.43
1447254875,KINNEY,MD,1,I,BROOKFIELD,53005,WI,US,Plastic and Reconstructive Surgery,Y,O,99202,"New patient office or other outpatient visit, typically 20 minutes",69.88,199,55.9
1063438810,STEVENS-COHEN,MD,2,I,OCEANSIDE,115721551,NY,US,Cardiology,Y,F,99221,"Initial hospital inpatient care, typically 30 minutes per day",110.67,265,88.54
1770545485,RICH,MD,1,I,SALT LAKE CITY,841320006,UT,US,Nephrology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",74.76,175.16,54.29
1700832664,WASSERMAN,MD,1,I,DELRAY BEACH,334846540,FL,US,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,25.42,34.98,25.42
1891779252,THERIOT,MD,2,I,NEWNAN,302631209,GA,US,Family Practice,Y,O,36415,Insertion of needle into vein for collection of blood sample,3,16.41,3
1780684506,KOVACS,MD,1,I,EDISON,88172841,NJ,US,Cardiology,Y,F,93306,"Ultrasound examination of heart including color-depicted blood flow rate, direction, and valve function",70.23,126.81,55.57
1063467264,ZAVELO,MD,1,I,NEW BERN,285625201,NC,US,Internal Medicine,Y,O,85610,"Blood test, clotting time",5.56,20,5.56
1417926551,BESHANY,MD,1,I,COLORADO SPRINGS,80907,CO,US,Internal Medicine,Y,F,99238,"Hospital discharge day management, 30 minutes or less",67.77,240.29,54.62
1679531115,AGUILAR,MD,1,I,JACKSONVILLE BEACH,32250,FL,US,Internal Medicine,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,18.84,35,13.6
1033293477,NORWOOD,MD,1,I,STOCKTON,952092839,CA,US,Internal Medicine,Y,F,99220,Hospital observation care typically 70 minutes,191.82,352,153.46
1346227337,RASSIAS,MD,1,I,ALBANY,12208,NY,US,Thoracic Surgery,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",66.51,100,48.12
1649282765,STERN,MD,1,I,ESCONDIDO,920253418,CA,US,Neurosurgery,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",97.12,358.93,77.7
1689665465,POLIDORI,MD,1,I,ROYAL OAK,480736770,MI,US,Gastroenterology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",109.19,125.77,79.52
1407803133,PASTAN,MD,1,I,STONEHAM,21801702,MA,US,Rheumatology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",110.44,250.83,85.14
1821093584,LEE,MD,1,I,PARADISE,959693500,CA,US,Family Practice,Y,O,J3301,"Injection, triamcinolone  acetonide, not otherwise specified, 10 mg",1.69,10,1.28
1154306819,ORENSTEIN,MD,1,I,DURHAM,277042150,NC,US,Physical Medicine and Rehabilitation,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",128.12,298.25,99.35
1144474404,MACKEY,O.D.,2,I,CENTER,759353672,TX,US,Optometry,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",66.92,70.08,49.83
1689666570,SELL,MD,1,I,PHOENIX,850205505,AZ,US,Ophthalmology,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",69.63,72.08,51.64
1295831907,SNYDER,MD,1,I,CONCORD,33013556,NH,US,Anesthesiology,Y,F,810,Anesthesia for procedure on small bowel using an endoscope,83.49,380.21,66.8
1972560738,CHAMBERS,MD,1,I,MYRTLE BEACH,295796706,SC,US,Orthopedic Surgery,Y,O,73030,"X-ray of shoulder, minimum of 2 views",27.65,94.23,20.21
1740464783,DEITCHLER,NP,1,I,MERIDIAN,836421026,ID,US,Nurse Practitioner,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",63.89,63.89,48.65
1326044124,FOLEY,MD,1,I,NORWICH,63602160,CT,US,Cardiology,Y,F,99233,"Subsequent hospital inpatient care, typically 35 minutes per day",104.67,210,74.83
1073544284,KUCHIPUDI,MD,1,I,SOMERSET,88731975,NJ,US,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",78.37,109.45,58.38
1548396047,MOULTON,MD,2,I,FORT MYERS,339124450,FL,US,Internal Medicine,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",25.42,47,19.33
1306037601,SATYAVOLU,MD,2,I,GREENBRAE,949041702,CA,US,Internal Medicine,Y,F,99231,"Subsequent hospital inpatient care, typically 15 minutes per day",41.13,82,32.9
1699740365,WILSON,MD,1,I,CARROLLTON,301173818,GA,US,Diagnostic Radiology,Y,F,93880,Ultrasound scanning of head and neck vessel blood flow (outside the brain),28.72,205,21.61
1104848902,HENRY,MD,1,I,CHARLOTTESVILLE,229037060,VA,US,Diagnostic Radiology,Y,O,73030,"X-ray of shoulder, minimum of 2 views",20.9,567.71,14.93
1407844210,ALEXANDER,DPM,1,I,OAK PARK,603042807,IL,US,Podiatry,Y,O,99212,"Established patient office or other outpatient visit, typically 10 minutes",45.77,90,29.98
1497742225,BAEZ-ESCUDERO,MD,1,I,WESTON,333313609,FL,US,Cardiac Electrophysiology,Y,O,99205,"New patient office or other outpatient visit, typically 60 minutes",212.69,467,166
1841463130,SCHOCHET,MD,1,I,FORT LAUDERDALE,333087711,FL,US,Colorectal Surgery (formerly proctology),Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",26.64,31,19.37
1851399802,DUFFY,DO,1,I,SAN DIEGO,921013251,CA,US,Internal Medicine,Y,O,Q2037,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluvirin)",14.05,23.02,14.05
1417988957,HIRSCH,MD,1,I,OKLAHOMA CITY,731027502,OK,US,Family Practice,Y,O,85025,"Complete blood cell count (red cells, white blood cell, platelets), automated test",11.02,21.88,9.55
1528125713,SILBERSTEIN,MD,2,I,PORT CHESTER,105732805,NY,US,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,28.42,28.88,28.42
1548240237,MASTERNICK,DO,1,I,CLAWSON,48017,MI,US,Family Practice,Y,O,93000,Routine EKG using at least 12 leads including interpretation and report,19.83,40.85,12.76
1336136324,WHITEHEAD,MD,1,I,EVANSVILLE,477101782,IN,US,Diagnostic Radiology,Y,F,72170,"X-ray of pelvis, 1 or 2 views",8.61,31,6.48
1225024482,DUNAWAY,D.O.,1,I,CLARKSVILLE,728304432,AR,US,Family Practice,Y,O,90732,"Vaccine for pneumococcal polysaccharide for injection into muscle, patient 2 years or older",65.01,74.12,65.01
1215978374,WESSINGER,MD,1,I,SIMPSONVILLE,296813247,SC,US,Orthopedic Surgery,Y,O,72100,"X-ray of lower and sacral spine, 2 or 3 views",34.5,113,26.34
1396790317,CALO,DO,2,I,OKEMOS,488643553,MI,US,Dermatology,Y,F,99212,"Established patient office or other outpatient visit, typically 10 minutes",26.83,51.38,20.12
1285628651,YOUNG,MD,1,I,HOT SPRINGS,719136999,AR,US,Orthopedic Surgery,Y,O,73560,"X-ray of knee, 1 or 2 views",30.73,50.16,22.12
1023068772,TAMAREN,MD,2,I,CARLISLE,403111150,KY,US,General Practice,Y,O,36415,Insertion of needle into vein for collection of blood sample,3,20,3
1619011756,OBLINGER,P.T.,2,I,CINCINNATI,45247,OH,US,Physical Therapist,Y,O,97110,"Therapeutic exercise to develop strength, endurance, range of motion, and flexibility, each 15 minutes",27.45,64.93,20.97
1225290463,CHANDIWALA-MODY,D.O.,2,I,BAYONNE,70024654,NJ,US,Pediatric Medicine,Y,F,G0202,"Screening mammography, producing direct digital image, bilateral, all views",37.54,356.85,37.54
1649285792,WALGREEN EASTERN CO INC,O,3,O,KENMORE,142171122,NY,US,Mass Immunization Roster Biller,Y,O,90662,Vaccine for influenza injection,29.59,29.59,29.59
1366498586,WEAVER,MD,1,I,BLUE ASH,452426251,OH,US,Diagnostic Radiology,Y,F,71020,"X-ray of chest, 2 views, front and side",10.43,45,7.89
1336199538,KACZOR,MD,2,I,ELMHURST,601265626,IL,US,Otolaryngology,Y,F,99214,"Established patient office or other outpatient, visit typically 25 minutes",80.68,120.14,55.91
1609924356,SEUFFERT,NP,2,I,SALEM,1970,MA,US,Nurse Practitioner,Y,O,Q2038,"Influenza virus vaccine, split virus, when administered to individuals 3 years of age and older, for intramuscular use (fluzone)",12.15,20.84,12.15
1598723629,LUCAS,MD,1,I,ALTOONA,16601,PA,US,Pulmonary Disease,Y,F,99223,"Initial hospital inpatient care, typically 70 minutes per day",191.88,250,153.5
1336184126,BAYYAPUREDDY,MD,2,I,CUMMING,300417002,GA,US,Internal Medicine,Y,O,99213,"Established patient office or other outpatient visit, typically 15 minutes",70.22,95,50.54
1568595874,ROSE,O,1,I,LEXINGTON,405031404,KY,US,Infectious Disease,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",66.56,115,52.22
1740359082,WOLANSKI,MD,1,I,JACKSONVILLE,285466379,NC,US,Pulmonary Disease,Y,F,99222,"Initial hospital inpatient care, typically 50 minutes per day",122.35,122.35,97.88
1982622908,HUMPHREY,MD,1,I,MOUNT STERLING,403531357,KY,US,Family Practice,Y,F,99232,"Subsequent hospital inpatient care, typically 25 minutes per day",66.56,75,53.25
1093799728,VIA,CRNA,2,I,WILMINGTON,19805,DE,US,CRNA,Y,F,142,Anesthesia for lens surgery,80.26,326.44,64.21
1982691432,SANTHANAM,MD,1,I,LAWRENCEVILLE,8648,NJ,US,Family Practice,Y,O,G0008,Administration of influenza virus vaccine,26.58,30,26.58
1104805712,GUDI,MD,1,I,BROOKLYN,112153689,NY,US,Critical Care (Intensivists),Y,F,99213,"Established patient office or other outpatient visit, typically 15 minutes",55.39,150.43,43.98
1699739078,ANAYA,MD,1,I,NEW YORK,10038,NY,US,Internal Medicine,Y,F,99239,"Hospital discharge day management, more than 30 minutes",111.8,375,89.44
1659536852,BAJWA,MD,1,I,SPRINGFIELD,627810001,IL,US,Family Practice,Y,O,81002,"Urinalysis, manual test",3.62,21,3.62
1487654075,SMITH BALL,D.O.,2,I,DELRAN,80751869,NJ,US,Family Practice,Y,O,81002,"Urinalysis, manual test",3.62,20,3.62
1205945797,K & B LOUISIANA CORPORATION,O,3,O,BATON ROUGE,708147001,LA,US,Mass Immunization Roster Biller,Y,O,90662,Vaccine for influenza injection,30.92,30.92,30.92
1750347233,LUNDBERG,MD,1,I,CINCINNATI,45249,OH,US,Internal Medicine,Y,O,G0008,Administration of influenza virus vaccine,22.93,49,22.93
1215097852,JUDAH,MD,1,I,MACON,312012025,GA,US,Gastroenterology,Y,O,99214,"Established patient office or other outpatient, visit typically 25 minutes",97.85,125,66.18
1003993528,TWEEL,MD,1,I,COLUMBUS,432201817,OH,US,Family Practice,Y,O,36415,Insertion of needle into vein for collection of blood sample,3,12,3
1134230857,SRIRAMAN,MD,1,I,GOLDSBORO,275342240,NC,US,Psychiatry,Y,O,96372,"Injection into tissue or muscle for therapy, diagnosis, or prevention",22.47,35.38,15.4
1952314197,OTERO,MD,1,I,CHICAGO,606222789,IL,US,Urology,Y,F,99202,"New patient office or other outpatient visit, typically 20 minutes",52.76,200,40.93
1679521132,WETTERHAHN,MD,1,I,WATERTOWN,136019367,NY,US,Family Practice,Y,F,93010,Routine electrocardiogram (EKG) using at least 12 leads with interpretation and report,8.13,54.24,6.25
